trx_id,url,domain
9d822d2730e699ee2c886aabb37ef66e4df016e4,https://feeds.buzzsprout.com/1524022.rss,com.buzzsprout
933a937113f99d6934c6be699cc43629134ecbc4,https://feeds.buzzsprout.com/965110.rss,com.buzzsprout
933a937113f99d6934c6be699cc43629134ecbc4,https://feeds.buzzsprout.com/1749074.rss,com.buzzsprout
9f84beed9ee0d89d1281003c3870ca60127e8a61,https://feeds.buzzsprout.com/1381390.rss,com.buzzsprout
9f84beed9ee0d89d1281003c3870ca60127e8a61,https://feeds.buzzsprout.com/1482823.rss,com.buzzsprout
9f84beed9ee0d89d1281003c3870ca60127e8a61,https://feeds.buzzsprout.com/1588684.rss,com.buzzsprout
76021eb18a7b291af5583b87363c535ef320265e,https://feeds.buzzsprout.com/1446430.rss,com.buzzsprout
76021eb18a7b291af5583b87363c535ef320265e,https://feeds.buzzsprout.com/1772182.rss,com.buzzsprout
76021eb18a7b291af5583b87363c535ef320265e,https://feeds.buzzsprout.com/1754711.rss,com.buzzsprout
76021eb18a7b291af5583b87363c535ef320265e,https://feeds.captivate.fm/djynews,fm.captivate
bf1cc8a3bfa1806249f6cfac433795d2e0ba9c6f,https://feeds.captivate.fm/uminventorqualquer,fm.captivate
bf1cc8a3bfa1806249f6cfac433795d2e0ba9c6f,https://media.rss.com/ystavienkesken/feed.xml,com.rss
bf1cc8a3bfa1806249f6cfac433795d2e0ba9c6f,https://feeds.buzzsprout.com/1750069.rss,com.buzzsprout
bf1cc8a3bfa1806249f6cfac433795d2e0ba9c6f,https://feeds.buzzsprout.com/909664.rss,com.buzzsprout
8914f46450fdd48d0e95d89eb9a9571a35844eb4,https://feeds.buzzsprout.com/1786367.rss,com.buzzsprout
8914f46450fdd48d0e95d89eb9a9571a35844eb4,https://feeds.buzzsprout.com/853612.rss,com.buzzsprout
39dfecadf599158672a8b54216c49c848c536e2a,https://feeds.buzzsprout.com/1449298.rss,com.buzzsprout
550b449a0f2c14728c81edb9d6864bff27d6e1ba,https://feeds.buzzsprout.com/556321.rss,com.buzzsprout
570b171cd6c78ab68d7824c46650e790eefdf545,https://feeds.buzzsprout.com/1717697.rss,com.buzzsprout
1a8f5b7f5db013707561720f1cb2fd89c69cc890,https://feeds.buzzsprout.com/1306363.rss,com.buzzsprout
1a8f5b7f5db013707561720f1cb2fd89c69cc890,https://feeds.buzzsprout.com/686645.rss,com.buzzsprout
b6a88bec539bd27377054552003d8431bc5c62a1,https://feeds.buzzsprout.com/1742828.rss,com.buzzsprout
b6a88bec539bd27377054552003d8431bc5c62a1,https://media.rss.com/docyoung/feed.xml,com.rss
b6a88bec539bd27377054552003d8431bc5c62a1,https://feeds.buzzsprout.com/1614973.rss,com.buzzsprout
72106079faa7ea88521a57fd7a8762e4ba435574,https://media.rss.com/ready-steady-give-up-the-pod/feed.xml,com.rss
72106079faa7ea88521a57fd7a8762e4ba435574,https://feeds.buzzsprout.com/761645.rss,com.buzzsprout
